district_id,district,shap_poverty_incidence,shap_poverty_intensity,shap_illiteracy_rate,shap_nhis_uninsured_rate,shap_employment_rate,shap_under15_share,shap_urbanicity,shap_improved_water_pct,shap_improved_sanitation_pct,shap_log_pop,val_poverty_incidence,val_poverty_intensity,val_illiteracy_rate,val_nhis_uninsured_rate,val_employment_rate,val_under15_share,val_urbanicity,val_improved_water_pct,val_improved_sanitation_pct,val_log_pop
11,Afigya Kwabre South,-0.009132759,0.03593753,-0.32644388,0.012785947,0.15683466,0.4446531,-0.17704564,1.5895346,-0.45561117,0.00866606,13.0,43.3,13.424980930424814,24.97112930237315,50.70324486168278,36.950231604784655,1,96.8,84.7,12.365922766925609
12,Ahafo Ano North Municipal,-0.010482261,-0.36961445,0.3443041,-0.014177891,-0.22170474,0.14788233,0.14204258,1.8536329,-0.32847086,-0.0072713355,26.5,41.2,24.91643484074098,30.63768303465528,56.881374401934245,36.67270492333571,2,96.8,84.7,11.437576723380374
13,Ahafo Ano South East,-0.026980812,-0.25961882,0.2969368,-0.04006523,0.057352822,2.4245832,-0.13985354,1.5209357,-0.29646674,-0.039062724,31.8,42.5,32.23514211886305,32.33755593369887,53.70530000261213,39.68141425600302,1,96.8,84.7,11.05829112085398
14,Ahafo Ano South West,-0.014706071,-0.32745627,0.32420465,0.06614067,-0.1733318,0.50335735,-0.12481385,1.8276553,-0.34845138,0.007209871,31.9,41.8,31.427702599969592,37.518625513151896,55.605555690691055,37.49277786224722,1,96.8,84.7,11.093919086295395
15,Akrofuom,-0.06932213,0.21601515,0.3372126,0.09233072,0.13293014,-0.77711123,-0.11203222,1.9400088,-0.3460408,-0.16982724,37.0,44.2,30.03388042441825,42.83946359375951,50.68867924528302,35.48517985027693,1,96.8,84.7,10.805496787584511
16,Amansie Central,-0.062060613,0.031618536,0.33280367,0.0095340945,-0.20471862,-0.9049825,-0.10939322,1.9768428,-0.32276577,-0.008569028,28.6,43.3,29.44160254481365,33.994970554098785,55.37051083336082,34.8256888621416,1,96.8,84.7,11.440913755659937
17,Amansie South,-0.044257272,0.15704761,0.35280478,0.17986116,0.0060099624,-2.244375,-0.099101864,1.9249454,-0.45002976,0.03184081,30.3,44.4,30.172771861605764,48.13839423799214,54.39064178570008,33.36662100658389,1,96.8,84.7,11.636513839214846
18,Amansie West,-0.051083658,0.13425708,0.33221236,0.09745032,0.17944865,0.034270547,-0.12331174,1.8615658,-0.47081554,0.004558108,31.0,44.7,26.99707885320572,43.01810400703207,47.78673158174544,36.53564420609623,1,96.8,84.7,11.631836752799584
19,Asante Akim Central Municipal,0.029258505,0.086581536,-0.20833254,0.0076990635,0.1790449,-0.92636687,0.10401088,1.7651173,-0.2859534,-0.005253193,16.9,42.6,17.219901170464585,19.683003719743,48.865993064888094,34.25217894036412,2,96.8,84.7,11.425983176503022
20,Asante Akim North Municipal,0.042856846,-0.36272302,0.36604777,0.04606141,0.10335244,-1.8626093,0.12639384,1.9031973,-0.26330605,0.01735928,26.0,42.1,23.84685805497524,33.99920189666909,52.868779883123786,33.72221309358935,2,96.8,84.7,11.352780186720295
21,Asante Akim South Municipal,-0.029911915,-0.3164262,0.3498894,-0.005658297,-0.17067395,0.5590826,0.17003897,1.7895637,-0.35278758,0.020117505,24.6,42.2,25.618564622714,32.611843116320074,56.16243785912583,37.35895755987479,2,96.8,84.7,11.725072778661424
22,Asokore Mampong Municipal,0.014120813,0.038283587,-0.22679625,0.009190565,0.098172896,-2.3764198,0.11869776,1.7090886,-0.39371386,0.052308466,11.3,42.7,19.35089497497414,20.275127741611897,51.48465570608639,32.820973657537536,2,96.8,84.7,12.16213120726719
23,Asokwa Municipal,0.004084662,-0.43665636,-0.3395408,-0.011608066,-0.12431736,-2.9434302,0.13915935,1.6655749,-0.42752418,0.028423358,6.3,41.4,10.732080036930324,14.247624202098024,55.92959295929593,31.269002403654827,2,96.8,84.7,11.74119187202318
24,Atwima Kwanwoma,-0.036924925,0.050080292,-0.33613223,-0.0055021504,0.11685974,-0.80847025,-0.16537479,1.7526182,-0.41032416,-0.03677139,13.8,43.3,13.568040332813844,26.15288316598963,50.00733842130544,36.17264079439292,1,96.8,84.7,12.366685259161914
25,Atwima Mponua,-0.04656368,-0.32661143,0.31499138,-0.009769864,-0.25198898,0.48346236,-0.16569069,1.7832528,-0.3693759,0.06973461,25.1,42.4,29.223723704381207,24.13271155654605,56.49586537366879,37.76456645239414,1,96.8,84.7,11.952817764359146
26,Atwima Nwabiagya North,0.009421572,0.031113593,-0.19249384,-0.019518223,0.22240278,-0.6727156,-0.11895777,1.8364723,-0.3153176,0.0775307,13.5,43.1,15.73681664247702,21.41332043218836,49.07483199434086,36.16835994194485,1,96.8,84.7,11.951341673218078
27,Atwima Nwabiagya South Municipal,0.008063022,0.041479103,-0.22387971,0.022629617,0.099852,-0.954041,0.11490567,1.7871706,-0.31884414,0.079186805,12.5,43.0,13.833828516365749,23.43584960436832,51.59721034528628,34.990394890452336,2,96.8,84.7,11.994690902165216
28,Bekwai Municipal,0.06375549,0.15876313,-0.21098153,0.032681152,0.19786236,-0.9767438,0.11071057,1.7805904,-0.33480576,0.023594623,19.4,43.6,17.872389774366333,27.697927765335187,48.97144065062359,34.85181238991933,2,96.8,84.7,11.834769805108316
29,Bosome Freho,0.031064311,-0.33843994,0.35341606,0.16423452,-0.56636536,0.58411,-0.12036677,1.7837011,-0.35356057,0.015804227,31.3,41.0,28.545270563292053,49.05154274883952,59.49929808142255,38.21616151881656,1,96.8,84.7,11.03905838218977
30,Bosomtwi,0.016292177,0.16055892,-0.22536229,0.013912713,0.17454833,-0.6669386,-0.1132099,1.8303292,-0.4486403,0.103529,16.1,43.8,13.871534084029545,28.312749727569923,49.9090478446234,36.10001210800339,1,96.8,84.7,12.014791067364708
31,Ejisu Municipal,-0.0032961844,0.15193518,-0.24329072,0.010969503,0.13831387,-0.9905775,0.10235347,1.7498394,-0.37002668,0.055751834,13.5,43.6,14.908451054929367,21.68788698726781,49.43983262468786,34.41011935392839,2,96.8,84.7,12.104720751269706
32,Ejura Sekyedumase Municipal,-0.031206165,-0.34345788,0.28303382,-0.002867002,0.0809529,2.578499,0.18192895,1.4530271,-0.26842666,0.060286287,25.0,42.2,35.88166075890523,33.57618106804579,53.15494966341564,39.89845429717008,2,96.8,84.7,11.832629323444747
33,Juaben Municipal,0.030192133,0.029089507,0.09562543,-0.0064587756,0.09211819,0.52133805,0.16816653,1.7396425,-0.34197167,-0.0072650844,20.9,43.1,21.971249354752928,30.42281280795883,52.885261402941246,37.13807505201083,2,96.8,84.7,11.065528371529878
34,"Kumasi Metropolitan Area (KMA)-Bantama, Manhyia North, Manhyia South, Nhyiaeso, & Subin",-0.07106441,-0.3809332,-0.3390872,0.032545414,0.06976944,-3.399467,0.21184216,1.6172891,-0.46865204,0.35908252,8.9,42.3,10.821385531991575,22.551667436281523,51.74692750258728,28.391805291195983,3,96.8,84.7,13.003455959867486
35,Kwabre East,0.0290349,0.03996383,-0.2766564,0.030202247,0.053832542,-0.7876065,0.17572637,1.7528334,-0.4214751,0.0684376,10.6,43.3,12.887195347928332,24.40585686658985,52.75067228089454,36.22908622908623,2,96.8,84.7,12.600860958974222
36,Kwadaso Municipal,-0.043026157,-0.34192395,-0.72916216,0.014726334,0.14381866,-3.1488035,0.11343242,1.6429528,-0.47463194,0.13390285,9.5,42.4,8.426413677957107,21.67272821402224,48.85546588407924,29.435823097731127,2,96.8,84.7,11.948117645951283
37,Mampong Municipal,0.010684812,0.10011438,-0.117962696,0.0475459,0.1892511,-0.89338094,0.12161747,1.8198197,-0.2664218,-0.046547096,22.5,42.6,20.66928458742026,29.79371013101036,46.44249449130996,34.24017422319775,2,96.8,84.7,11.666778957784658
38,Obuasi East,-0.013070977,0.060664136,-0.23492542,-0.0031898278,0.13504104,-0.943251,0.103818536,1.7659322,-0.3096095,-0.004733233,13.1,42.7,15.482516422982435,17.398080107358144,48.7128875729912,34.20525751885802,2,96.8,84.7,11.433893080082036
39,Obuasi Municipal,0.014844959,0.041787483,-0.2466658,0.012334657,0.11959089,-2.4000428,0.14230332,1.7296515,-0.3847981,0.027025811,11.1,42.8,12.315790482947737,19.659242355964217,50.909501113962605,32.003796849382056,2,96.8,84.7,11.55499787739207
40,Offinso Municipal,0.016654523,0.04822063,0.34742793,-0.0028716307,0.24504161,0.5583068,0.17009036,1.7432837,-0.3232868,0.056843106,23.5,42.8,24.84629057637392,30.81181887056356,48.888475490652034,37.34483361501253,2,96.8,84.7,11.829719637965455
41,Offinso North,-0.111352,-0.38959268,0.24760045,-0.04626412,-0.20649847,2.4727366,-0.14058697,1.4794749,-0.33027545,0.015373615,34.3,41.5,37.38974113135187,33.47315436241611,56.20717732806387,39.65364333652924,1,96.8,84.7,11.331883089674657
42,Oforikrom Municipal,-0.032788042,-0.0013889731,-0.5586039,0.008845398,0.034637786,-4.19864,0.08131539,1.5864259,-0.5100069,0.047280613,10.0,42.8,10.1015361804754,23.01314715238873,40.19256619462941,24.952844796036143,2,96.8,84.7,12.26963881909102
43,Old Tafo Municipal,0.005594851,0.044760488,-0.2469365,0.02070475,-0.0025058403,-2.3067336,0.13929108,1.7736688,-0.40036288,0.009576432,9.2,42.9,11.7270565193061,24.64762870733072,54.68754029866144,32.19606883044208,2,96.8,84.7,11.6471765985191
44,Sekyere Afram Plains,0.5943607,-0.53404856,0.30042076,-0.3928124,-0.28062183,6.018781,-0.11330204,1.2658677,-0.41881245,-0.23484135,50.5,40.8,51.70348522241618,63.40215493890327,57.62352067080614,43.28838861132848,1,96.8,84.7,10.411087980946425
45,Sekyere Central,0.19711626,-0.3032584,0.32335168,0.31314963,0.13850893,0.63837343,-0.109412625,1.8090662,-0.32729298,0.04696411,39.8,42.4,33.018790626536294,52.34200032774349,52.28326048279043,37.82842628502758,1,96.8,84.7,11.201333140470906
46,Sekyere East,0.0014186999,-0.3523649,-0.17593145,0.00523284,0.20046733,-0.85981125,-0.106963694,1.7939065,-0.30242935,-0.007942298,17.3,42.5,17.21376138202142,23.58501918731364,49.25828970331588,35.64294214389817,1,96.8,84.7,11.22242609432483
47,Sekyere Kumawu,-0.01658639,0.029952694,-0.09658786,0.08404947,0.19897844,0.4860213,-0.12626849,1.6946858,-0.38350835,0.0026046708,23.9,42.9,20.327349524815205,35.775514007081185,49.55032647529875,36.9758991241692,1,96.8,84.7,11.072806798362183
48,Sekyere South,-0.005046418,0.05621057,-0.18288714,0.018793773,0.1824302,-0.87429637,-0.10201688,1.8433928,-0.30132082,-0.0047633885,22.6,42.8,17.737099836770046,26.93127685798994,47.18409600082404,35.31929777807389,1,96.8,84.7,11.6958801546266
49,Suame Municipal,0.044193204,0.047323514,-0.54600006,0.010903585,-0.13048081,-2.2631404,0.13689929,1.7325189,-0.4505441,0.001824158,8.7,42.7,10.34411915767848,23.688458434221147,56.51286061870003,32.449922958397536,2,96.8,84.7,11.82254024742156
50,Banda,-0.07590818,0.09833799,0.18964878,-0.030965809,0.07815057,0.3573904,-0.1573846,0.09181751,-0.18602237,-0.30857474,35.7,43.7,41.633840803435184,23.59203662301714,43.5878678746272,36.9353064338692,1,92.2,71.3,10.246332298662626
51,Berekum East Municipal,-0.03833196,-0.66246265,-0.10256132,-0.2687307,0.0608234,-2.3528569,0.1269851,0.15726864,-0.03364383,0.020484548,12.6,41.7,14.74136957421978,11.526371268305535,48.64898570003326,32.078454993788355,2,92.2,71.3,11.573568910138915
52,Berekum West,-0.09105189,-0.7478905,0.101630874,-0.16187565,0.089063175,-1.9073409,-0.11909862,0.13416813,-0.104540244,-0.40439412,14.8,41.6,22.903525796538897,12.485848293708557,49.35413931047119,33.7962962962963,1,92.2,71.3,10.809000411238404
53,Dormaa Central Municipal,-0.028492002,-0.6176599,0.10327601,-0.020395646,0.04640665,-1.9102895,0.15135464,0.16759105,-0.03137152,0.030352956,15.8,41.7,22.177068729924933,17.33598338982449,52.87408697982979,33.794431332185766,2,92.2,71.3,11.632502446099332
54,Dormaa East,-0.042000722,-0.70218056,0.22932312,-0.1200623,0.054482862,-1.9052018,-0.13112335,0.049292985,-0.038952995,-0.052392498,19.5,41.7,24.6822486340005,13.63937613219635,50.34462760143651,33.97399078042387,1,92.2,71.3,11.125776585897835
55,Dormaa West,-0.11537849,-0.6289158,0.20702517,-0.034887135,-0.52063274,0.26406297,-0.17056727,0.06360127,-0.2626973,-0.3853929,23.2,40.8,30.102477406966795,20.33894767599608,58.7653829568448,37.0797069688811,1,92.2,71.3,10.77714214532442
56,Jaman North,-0.062604904,-0.526265,0.22519426,-0.33344093,0.08765651,-0.9851038,-0.15404281,0.14693707,-0.11708825,-0.07471855,14.5,42.4,26.40801860481082,7.06347776090072,48.17472490830277,35.65979284126698,1,92.2,71.3,11.665895448049325
57,Jaman South,-0.057946846,-0.5819029,0.23183474,-0.32430488,0.048998713,-1.0916146,0.14982012,0.12300098,-0.10609726,0.0015410342,15.6,42.1,26.345565192041395,8.824065301362875,50.56332062685303,35.472997594927484,2,92.2,71.3,11.60612432660101
58,Sunyani Municipal,0.000856017,-0.6384705,-0.10783203,-0.22720191,0.09146132,-2.8039045,0.117706984,0.21803088,0.008338032,0.13128775,10.9,41.5,14.46628270358222,11.18055734910509,48.74267532213538,31.33035460626565,2,92.2,71.3,12.173523627044824
59,Sunyani West Municipal,0.024273653,-0.015857076,-0.014665103,-0.033448376,-0.023964968,-2.3551073,0.140804,0.23371144,0.05643519,0.014129004,17.6,43.1,20.8275131963947,15.605563805854937,44.22230155896703,32.0455514549117,2,92.2,71.3,11.820571916341573
60,Tain,-0.03984897,-0.51409245,0.2223862,-0.032728378,0.04983518,-0.81472063,-0.18811136,0.20575933,-0.12876101,-0.07046867,21.5,41.9,36.54558355254049,19.055447874844248,53.33042921902013,36.43655683234113,1,92.2,71.3,11.657614380290628
61,Wenchi Municipal,-0.046536863,-0.50460404,0.2164933,-0.010739285,0.12731408,0.47618464,0.19775818,0.019159297,-0.17915867,-0.003736413,23.6,42.2,33.76456820404303,20.25601564629122,49.35715200409784,37.40681960275093,2,92.2,71.3,11.73413113981415
62,Atebubu Amantin Municipal,-0.06573565,-0.34090483,0.25505304,0.023051614,-0.064146586,3.163732,0.19659771,-0.59231013,0.1498928,0.10774178,28.8,41.5,40.99084492952596,25.492766321483025,55.01666435217331,40.38372646553568,2,86.4,57.2,11.884123437343623
63,Kintampo North Municipal,-0.03255064,0.020022592,0.2930223,0.0045746644,0.24236055,1.1053439,0.2026523,-0.9496921,0.16409197,0.052042797,28.1,43.4,40.52263814616756,21.59643493761141,46.616979154535926,38.77361853832442,2,86.4,57.2,11.851181823384945
64,Kintampo South,0.027354041,-0.39681464,0.25381264,0.021767383,0.076977514,1.4008186,-0.19033466,-0.88247025,0.15255225,-0.0077433973,26.0,42.3,40.51751448225923,18.54860608254888,53.53183929529767,38.86110608254888,1,86.4,57.2,11.389446236768965
65,Nkoranza North,0.021047601,-0.43761498,0.31756252,0.035866268,0.07432978,0.35058048,-0.17394023,-0.8992592,0.07924503,0.0036577545,25.8,41.4,34.745342494864346,17.748105121484734,53.12720399469631,37.226393709711694,1,86.4,57.2,10.94142938500409
66,Nkoranza South Municipal,0.08079516,-0.4884662,0.3450157,0.052755285,0.08418945,-0.1581095,0.21985431,-0.8833143,0.14556065,-0.066195056,18.0,41.6,29.96196856300483,14.689206399050958,53.19491899041111,36.686380209696274,2,86.4,57.2,11.64956950826753
67,Pru East,-0.041065775,-0.30751553,0.2170124,-0.0037747517,0.029236779,3.0826058,-0.1676375,-0.6182995,0.14481935,0.01629091,30.3,41.2,43.863546211820704,28.239785799286,54.7411498536066,40.38873462911543,1,86.4,57.2,11.521290381301856
68,Pru West,-0.13517337,-0.4129804,0.18023798,0.07528705,-0.14992088,3.0038357,-0.14886874,-0.63652796,0.14826605,-0.026814813,38.3,40.8,47.33743912918934,41.2202807218562,56.02716468590832,40.10455456889144,1,86.4,57.2,11.153675780659029
69,Sene East,0.41590044,-0.35500625,0.26264766,0.12418512,-0.16325454,4.694695,-0.14892972,-0.80309683,0.046927825,0.060563955,49.5,41.5,49.89525672507318,43.63424480792442,56.42758184867414,42.921158141535216,1,86.4,57.2,11.1855457656599
70,Sene West,0.002959616,-0.32223576,0.2228932,0.06356152,-0.6603841,2.958485,-0.16615002,-0.60940146,0.16236244,0.05051857,26.8,41.0,47.627810110692685,20.325516375670432,61.33210428041315,39.64823690516946,1,86.4,57.2,11.157735132735686
71,Techiman Municipal,0.036913175,-0.50700766,0.32241896,-0.063528255,-0.113369234,-1.2916496,0.15309723,-0.90239215,0.18013993,0.1506468,9.8,41.4,23.614358805761604,11.530605954753735,56.722189362284,35.3841412045123,2,86.4,57.2,12.402194373748076
72,Techiman North,0.013870556,-0.4829578,0.33617643,0.034064993,0.07469538,-1.2804875,-0.16867566,-0.98950064,0.18618818,0.010226933,15.0,41.8,26.8753230793239,14.989905295087244,51.93748014101769,35.53921329575047,1,86.4,57.2,11.53790096437362
73,Abura Asebu Kwamankese,-0.0024894862,0.25441116,0.22947633,0.1290896,0.18176982,-0.79077077,-0.13588984,0.69026273,0.3093401,-0.00588621,28.0,44.1,26.917607359498653,35.53529104567549,49.43146084375236,36.12501506447596,1,91.8,72.0,11.731779830866008
74,Agona East,0.024909379,0.15046665,0.09872832,0.19038,0.11458439,-0.99949044,-0.10964665,0.6992212,0.2418719,0.024119262,25.9,43.6,22.748056003325324,53.91587335381247,50.582736151310186,34.49821061062279,1,91.8,72.0,11.49920172375042
75,Agona West Municipal,0.03292294,0.1615114,-0.10767288,0.11076104,0.0705901,-1.8440042,0.13276201,0.70698744,0.32991782,0.042689253,21.0,43.7,19.48978172205991,36.45410012521143,51.89589929724304,33.62842226273898,2,91.8,72.0,11.824585260393338
76,Ajumako Enyan Essiam,-0.066671304,0.11421861,0.23827966,0.13660012,0.17985064,-0.7798999,-0.13460433,0.6771256,0.29309183,-0.0023724253,29.6,43.5,24.17942381370972,40.739389315509264,49.92018687950166,36.09954721111904,1,91.8,72.0,11.700118470301204
77,Asikuma Odoben Brakwa,-0.027867772,-0.34054133,0.24050345,0.11410496,-0.008468073,0.40430808,-0.154493,0.5612142,0.14482978,-0.0028887545,29.0,42.3,25.36281527328278,36.64138968289591,54.36739081522962,37.00282692746844,1,91.8,72.0,11.751887245811432
78,Assin Central Municipal,0.068296574,0.025804086,-0.10125129,0.12614879,-0.051358134,-0.8924726,0.16539073,0.8205505,0.21224505,0.015679423,18.1,42.8,14.640631865965094,34.52503013982626,54.49962364556164,35.63372505718117,2,91.8,72.0,11.393612509583262
79,Assin North,-0.0084791,-0.35838944,0.24111739,0.19826092,-0.43602496,-0.029694708,-0.13973139,0.6359584,0.15753222,0.033507694,31.9,42.0,27.50841207365376,47.19576850966613,57.9930308132023,36.5748271023976,1,91.8,72.0,11.296496818137651
80,Assin South,0.047651544,-0.5059975,0.24046734,0.11361698,0.031205125,0.42652592,-0.15639465,0.5348098,0.08921032,0.014204068,27.4,41.7,25.666305014387472,36.29605170055192,54.43967877349881,37.97065899334874,1,91.8,72.0,11.571147202170351
81,Awutu Senya West,-0.013221227,0.26374114,0.20685276,0.147991,-0.09402927,0.4624902,-0.1623523,0.5411003,0.18569385,0.11269321,22.5,44.5,25.30038399603617,57.32751145794624,54.784705683052486,37.84776415211198,1,91.8,72.0,11.992012712949007
82,Awutu Senya East Municipal,0.010984911,0.015043622,-0.30982745,0.09942827,-0.03757938,-1.7984718,0.1491264,0.7699528,0.30354935,0.08205536,10.6,42.9,10.351460932578522,41.96645626080743,54.0087240446916,33.703974599094394,2,91.8,72.0,12.37381764530267
83,Cape Cape Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,0.024055354,0.29401135,-0.23607478,0.019670742,0.09682953,-2.9137328,0.31777224,0.72658855,0.45277444,0.10850096,12.9,44.3,10.94601446374723,27.516345101806635,50.95584631047095,29.22637632428682,3,91.8,72.0,12.14081386506812
84,Effutu Municipal,0.03813809,0.29895025,-0.08917056,-0.03062507,0.067938596,-3.7267895,0.10655415,0.6931891,0.4933422,0.025367271,21.7,44.2,18.589178062049697,29.94136891633584,34.245041188621485,26.14872812821644,2,91.8,72.0,11.59741366141542
85,Ekumfi,-0.009540296,0.8942402,0.28404382,0.17597446,0.2175111,0.7418585,-0.11755558,0.56701154,0.21809821,0.0120819,31.5,45.6,32.58842812075924,59.33980719409246,48.20505578308149,37.60243915334591,1,91.8,72.0,10.946252332458506
86,Gomoa Central,0.03200176,0.21043359,-0.017472753,0.10508876,-0.038683325,-0.06228002,-0.16742179,0.74454033,0.17651963,0.029646376,18.8,44.1,21.229659046881054,45.72597830298334,54.03702996755106,36.56770631538164,1,91.8,72.0,11.32166810251834
87,Gomoa East,-0.02855562,0.11584117,-0.12845902,0.10182232,0.05945344,-0.7935849,-0.1402851,0.80760115,0.20590402,0.111825995,14.4,43.7,13.997544517763371,44.49962260728157,51.598744494507166,36.011687836292545,1,91.8,72.0,12.640115492270043
88,Gomoa West,0.0031417955,0.26673165,0.2599954,0.1851158,0.15792191,0.36833924,-0.14766674,0.5535162,0.18996733,0.0035399487,28.3,44.4,30.44119463833467,50.4679103094694,50.95402818691863,36.83133609240843,1,91.8,72.0,11.77152881992134
89,Komenda Edina Eguafo Abirem Municipal,0.0030883874,0.3215357,0.22242571,0.10160427,0.11995181,-0.73486066,0.16302182,0.7045557,0.29442665,0.11737554,25.1,44.2,26.05636772137793,45.29777071022847,50.05744853176621,36.04148972695568,2,91.8,72.0,12.019845471733726
90,Mfantsiman Municipal,0.009815132,0.4627291,0.23743556,0.12783568,0.216899,-0.8794416,0.16070843,0.6921042,0.3270417,0.12769416,24.0,44.8,23.384150854030374,39.69272668067849,48.78033111853456,35.48799621088778,2,91.8,72.0,12.037091705673292
91,Twifo Ati Morkwa,-0.12061317,-0.04200512,0.22786307,0.11598817,0.14596045,0.41902116,-0.1584058,0.52965504,0.15607445,-0.0044730194,34.1,42.7,27.21638853357924,44.01443713993912,50.71260617112146,38.01053038641164,1,91.8,72.0,11.521399459049608
92,Twifo Heman Lower Denkyira,-0.0065866215,-0.33377764,0.22716565,0.18341759,-0.0065618623,0.5163953,-0.13308515,0.5757235,0.116319805,-0.009406673,32.1,42.4,25.881195611048053,55.39311388573591,54.28290672035279,36.85357548240636,1,91.8,72.0,11.09854573947249
93,Upper Denkyira East Municipal,0.008011121,0.2880986,-0.015829604,0.005579341,0.21592537,-0.8619305,0.17769212,0.7899464,0.26750705,0.0017762507,24.3,43.8,21.20826940013256,27.902415994044,49.19539904241154,35.90579348289919,2,91.8,72.0,11.609516642128806
94,Upper Denkyira West,-0.0315326,0.14651105,0.23762266,0.17220958,-0.2022337,-1.0030538,-0.13148518,0.65988797,0.25665897,-0.020887623,24.5,43.6,28.16478989288657,48.34276297720407,56.35545937172421,35.02224663553969,1,91.8,72.0,11.418889473043636
95,Abuakwa North Municipal,-0.013492727,-0.00022642389,-0.2125243,-0.015005552,0.11973223,-3.0377896,0.121207,-2.2305226,-1.4974178,-0.01042442,15.7,42.9,14.474703064505546,20.35172911608373,48.31757160191837,31.86035829122645,2,88.7,74.7,11.24105112272396
96,Abuakwa South Municipal,-0.0017317857,0.06284169,-0.20838055,-0.008363722,0.1247528,-2.9549217,0.13731682,-2.2474759,-1.5143174,-0.053731598,21.1,43.4,19.44391416154788,21.97504800619869,48.706242995583096,31.863763461387293,2,88.7,74.7,11.396964518301022
97,Achiase,-0.09346991,0.2363447,0.28974202,-0.03715365,0.14892781,-1.234861,-0.14388128,-2.4558454,-1.4625403,-0.055107627,29.9,44.6,25.70455029459785,31.7562291474409,48.12958604457982,35.90721942216228,1,88.7,74.7,10.939302026380195
98,Akwapim North Municipal,0.022308243,0.019377874,-0.21190232,-0.025049634,0.073429875,-3.213386,0.12909766,-2.2506835,-1.5058936,0.004197462,20.1,43.2,14.526895503964298,21.467027488961687,41.62750903115408,30.082134548734743,2,88.7,74.7,11.564711138119458
99,Akwapim South Municipal,0.037709042,0.094786525,-0.2119565,-0.024007821,0.12674028,-3.0266802,0.13613431,-2.233002,-1.5168446,-0.01181699,19.4,43.5,15.167312342372794,30.65832921660904,48.10223761820054,30.572528015392216,2,88.7,74.7,11.250547200404736
100,Akyemansa,-0.07871371,-0.46253854,0.30356908,0.002760432,-0.18634056,-1.2392197,-0.17366405,-2.446463,-1.4035574,-0.061014567,23.6,42.4,27.67635492871109,26.480151145675432,56.40370268029842,36.39579076869,1,88.7,74.7,11.419032280753296
